293,292,428,427,368,364,230,231
271,237,429,430,369,365,242,241
315,314,438,437,378,374,252,253
303,249,439,440,379,375,263,264
336,325,448,447,388,384,275,274
326,282,449,450,389,385,285,286
259,347,458,457,398,394,297,296
248,270,459,460,399,395,307,308
226,337,468,467,408,404,319,318
238,227,469,470,409,405,330,329
348,260,478,477,418,414,340,341
281,304,479,480,419,415,352,351
