326,337,428,427,368,364,230,231
348,314,429,430,369,365,242,241
281,249,438,437,378,374,252,253
226,270,439,440,379,375,263,264
238,237,448,447,388,384,275,274
248,292,449,450,389,385,285,286
271,282,458,457,398,394,297,296
259,260,459,460,399,395,307,308
336,227,468,467,408,404,319,318
315,325,469,470,409,405,330,329
303,304,478,477,418,414,340,341
293,347,479,480,419,415,352,351
