315,282,428,427,368,364,230,231
303,325,429,430,369,365,242,241
293,347,438,437,378,374,252,253
248,227,439,440,379,375,263,264
238,260,448,447,388,384,275,274
259,292,449,450,389,385,285,286
226,237,458,457,398,394,297,296
271,337,459,460,399,395,307,308
326,249,468,467,408,404,319,318
336,270,469,470,409,405,330,329
281,314,478,477,418,414,340,341
348,304,479,480,419,415,352,351
