1,81,79
1,86,81
1,95,86
1,108,95
1,119,108
1,109,119
1,120,109
1,129,120
1,79,82
1,82,88
1,88,99
1,99,112
1,112,121
1,121,110
1,110,122
1,122,129
1,47,53
1,42,47
1,39,42
1,38,39
1,40,38
1,44,40
1,51,44
1,57,51
1,53,58
1,58,55
1,55,62
1,62,68
1,68,61
1,61,54
1,54,60
1,60,57
1,16,14
1,14,11
1,11,9
1,9,8
1,8,4
1,4,5
1,5,1
1,1,32
1,17,16
1,19,17
1,22,19
1,24,22
1,25,24
1,27,25
1,30,27
1,32,30
1,214,209
1,209,204
1,204,208
1,208,203
1,203,197
1,197,192
1,192,189
1,189,188
1,210,214
1,205,210
1,211,205
1,206,211
1,199,206
1,193,199
1,190,193
1,188,190
1,177,172
1,172,167
1,167,171
1,171,166
1,166,160
1,160,155
1,155,152
1,152,151
1,173,177
1,168,173
1,174,168
1,169,174
1,162,169
1,156,162
1,153,156
1,151,153
1,124,134
1,114,124
1,123,114
1,113,123
1,100,113
1,89,100
1,83,89
1,80,83
1,134,125
1,125,115
1,115,126
1,126,117
1,117,104
1,104,91
1,91,84
1,84,80
